n,distribution,chromatic_number,clique_number,max_independent_set_size,domination_number,min_clique_cover_size
150,1,60,56,11,145,13
500,1,224,209,10,492,13
350,1,164,156,13,343,15
500,1,237,226,11,490,14
450,1,198,188,12,444,14
250,0,82,82,10,243,12
400,0,121,118,10,385,12
500,1,244,195,12,497,15
300,1,130,130,10,294,12
25,1,13,13,3,18,3
150,0,37,37,9,141,11
350,1,152,149,11,340,13
25,1,11,9,4,21,5
25,0,11,7,5,18,6
25,0,8,7,7,24,7
450,1,226,220,12,446,15
500,0,146,146,12,493,15
450,1,210,208,13,441,16
300,1,155,148,9,297,12
450,0,128,128,10,440,13
300,0,95,95,10,270,14
100,0,28,27,9,95,10
50,0,18,14,7,49,7
300,0,101,101,12,291,13
200,0,66,66,9,194,11
350,1,160,149,12,345,14
400,0,141,136,11,400,13
350,0,105,105,11,341,12
500,1,215,187,15,494,16
500,0,160,160,12,490,15
350,1,161,155,11,341,13
25,0,8,8,5,22,6
450,0,149,149,12,439,14
400,1,187,174,12,397,13
200,0,64,58,10,194,13
250,1,110,105,12,244,13
150,0,54,54,8,145,11
250,0,85,85,11,246,13
100,0,31,31,8,93,9
100,0,29,29,6,72,9
350,1,152,150,12,343,12
450,1,219,212,10,442,13
100,0,30,30,9,95,10
200,1,92,91,9,198,11
250,1,120,116,10,246,10
250,0,69,64,11,243,13
25,1,12,12,3,23,4
500,0,156,153,12,490,15
50,0,22,20,6,48,7
25,1,11,11,6,21,6
100,1,41,41,7,94,8
300,1,155,146,11,294,12
350,0,115,115,10,342,13
150,1,73,63,9,142,11
250,0,84,84,10,243,13
25,1,17,10,3,16,4
50,0,21,17,8,44,8
350,0,114,111,13,341,15
400,1,204,196,8,368,10
300,0,88,86,11,284,13
250,0,76,74,9,243,11
150,0,56,55,9,145,10
450,0,147,147,12,431,14
150,1,68,68,9,142,11
300,1,144,119,11,290,14
250,0,79,64,11,241,14
400,1,193,187,10,393,12
300,0,100,97,10,262,12
25,1,9,9,4,24,5
50,0,16,16,8,43,9
25,0,9,9,6,23,7
450,1,214,203,14,448,15
200,1,92,80,7,194,9
250,1,117,106,10,243,11
300,1,139,132,11,292,12
350,1,146,141,11,346,13
50,0,18,18,5,37,7
250,1,106,101,11,243,13
50,0,17,14,8,45,9
25,1,10,10,6,23,7
300,1,149,141,11,292,13
25,0,13,13,4,24,4
500,0,161,161,12,490,14
300,0,90,89,11,284,13
150,1,69,69,7,144,8
350,1,156,151,12,341,14
200,0,57,57,11,181,13
250,0,94,92,10,243,13
450,1,215,207,11,442,12
400,0,117,115,11,393,14
200,1,94,92,10,195,12
150,1,64,63,10,142,11
250,1,103,101,10,242,13
200,1,88,79,9,197,11
150,0,44,37,9,134,14
300,1,145,137,10,295,12
250,1,111,102,11,244,12
400,0,137,134,11,372,13
400,0,129,129,13,391,15
300,1,130,125,12,292,13
25,1,11,11,5,22,5
350,0,102,102,12,341,14
400,1,183,167,11,382,12
500,1,229,224,12,475,16
350,0,117,117,11,332,13
450,0,148,146,10,441,13
50,1,29,29,5,47,6
150,0,43,43,10,143,10
25,1,10,9,5,21,5
350,1,163,147,8,343,10
300,0,92,92,13,295,15
400,1,204,189,10,398,12
300,0,95,94,12,292,14
400,0,131,130,12,391,14
200,0,74,74,7,180,11
200,0,58,53,9,184,12
200,1,86,85,11,192,11
150,0,56,56,9,143,12
100,1,45,42,7,93,8
400,0,134,134,12,391,15
50,0,21,20,6,47,7
150,0,50,48,10,150,11
450,1,219,174,11,433,13
50,0,17,15,7,46,8
500,0,147,147,12,489,15
100,0,30,26,9,93,10
300,1,145,119,9,291,12
400,1,183,172,11,383,12
50,1,27,19,6,47,6
25,0,8,8,6,20,6
250,0,72,69,10,242,12
300,1,132,123,11,294,13
500,1,229,184,15,493,16
500,0,135,131,10,482,12
250,1,124,110,8,231,9
25,1,10,10,5,22,5
100,0,35,28,8,93,11
150,1,72,61,6,137,9
100,0,36,36,8,95,10
300,0,95,95,13,291,14
150,0,43,43,9,135,10
200,1,95,88,9,194,11
50,1,22,22,6,48,7
150,0,37,37,7,110,10
300,1,133,128,9,293,12
450,1,195,182,14,446,16
350,1,144,140,12,345,14
250,1,118,99,9,235,11
50,0,16,15,8,43,9
200,0,74,74,8,192,10
50,1,25,21,7,48,8
50,1,27,27,7,46,9
250,0,81,81,12,247,14
25,1,12,7,7,21,7
500,1,234,220,12,498,15
25,0,8,8,5,21,7
250,0,79,79,11,242,13
300,1,135,131,12,290,13
100,1,44,37,8,94,9
250,0,75,72,11,238,13
450,1,191,184,12,442,15
350,0,100,100,12,341,14
200,1,86,81,9,192,11
100,0,30,30,8,90,10
200,0,65,65,12,192,13
200,0,63,57,10,183,12
150,1,72,68,12,148,14
250,1,123,104,12,247,12
400,0,124,121,16,398,19
100,1,48,47,7,82,9
150,1,59,53,9,141,11
100,0,31,25,8,93,9
250,0,71,70,9,249,13
300,1,146,141,10,293,12
150,1,72,72,8,143,10
250,1,113,107,9,245,11
450,0,137,136,11,441,14
400,1,186,182,11,396,13
500,0,144,144,11,494,14
300,1,140,136,10,293,11
300,1,145,138,11,291,13
350,1,167,162,10,340,13
350,1,173,155,9,341,13
100,0,32,32,9,85,10
300,1,132,119,13,290,14
450,0,139,139,12,441,14
400,0,133,132,12,393,15
25,1,16,14,5,22,5
100,1,50,45,6,87,7
300,1,132,114,12,292,14
25,0,9,7,6,20,7
400,1,185,166,11,392,13
300,0,108,104,13,297,15
100,0,34,32,9,96,10
150,1,74,74,8,148,8
250,1,124,109,10,245,11
350,1,154,151,11,343,12
500,1,232,192,13,494,13
25,0,9,9,6,25,8
450,0,151,151,12,441,14
50,0,23,23,8,47,8
200,1,101,91,11,197,13
100,0,40,39,9,100,10
25,0,11,11,6,22,7
50,1,27,23,6,48,6
400,1,178,163,12,392,15
300,1,113,105,11,290,14
25,1,11,11,6,24,7
150,0,49,49,11,149,14
100,0,34,34,9,94,11
150,1,74,69,8,143,10
350,1,180,173,8,348,11
200,0,58,57,10,183,11
150,0,50,35,9,149,11
25,1,10,10,6,23,7
450,1,195,185,11,440,13
25,1,12,10,6,22,6
150,1,68,68,7,135,9
25,0,8,8,6,21,6
300,1,143,108,14,296,16
100,1,45,45,9,95,9
100,1,45,37,8,96,9
500,0,161,159,10,481,13
450,1,213,168,9,441,12
250,0,73,71,11,240,14
200,1,94,91,12,194,13
500,1,231,205,12,494,13
300,1,142,129,13,294,14
25,0,9,7,6,19,7
250,1,112,104,12,244,14
50,0,20,16,6,50,8
200,1,99,95,9,194,11
50,0,19,17,8,45,8
500,1,235,214,11,494,14
250,1,119,113,10,247,12
500,1,245,218,12,491,15
450,1,203,200,15,438,17
25,1,9,9,7,22,7
500,0,161,161,11,491,14
150,1,65,62,9,146,11
250,0,77,77,14,242,15
350,0,111,111,10,332,12
200,0,71,59,10,192,11
50,1,26,25,5,48,6
350,0,101,99,12,339,14
400,1,178,174,13,393,16
150,0,41,37,10,143,11
450,0,154,151,13,438,15
450,0,130,125,11,441,14
200,0,67,67,8,191,12
250,1,113,105,10,243,11
50,1,30,30,5,46,6
250,0,92,92,12,243,14
350,1,158,155,9,349,13
150,0,51,51,11,146,11
350,0,112,108,11,332,13
450,1,204,184,12,440,14
400,0,128,121,12,374,14
300,1,137,123,11,294,12
500,1,207,195,14,496,15
200,1,100,90,11,192,13
500,0,167,164,11,465,13
450,0,144,143,12,439,14
50,1,28,23,5,46,7
50,1,26,22,3,40,4
100,1,42,42,7,95,8
25,1,10,10,5,21,6
50,0,13,13,9,48,10
250,1,125,121,11,246,14
300,0,88,82,13,292,16
100,0,31,31,8,99,9
500,1,240,219,13,498,15
100,0,27,27,7,94,10
300,1,153,143,9,294,13
500,1,223,210,13,496,14
200,1,90,89,9,193,12
50,1,21,20,7,47,8
100,1,44,41,7,95,8
350,0,107,107,14,339,16
150,1,67,61,7,146,8
400,0,129,121,12,390,15
500,1,218,214,16,497,17
250,0,85,85,9,234,11
25,0,9,7,7,19,7
200,0,64,62,10,191,13
450,1,205,183,9,442,13
100,1,53,39,9,100,10
25,1,12,10,6,20,6
250,1,112,104,10,242,13
300,1,134,123,11,292,13
300,0,87,79,13,296,14
200,0,68,64,12,192,14
350,0,106,106,12,329,14
500,1,236,180,11,493,14
400,1,185,175,12,393,14
100,0,25,24,8,85,11
350,0,98,97,11,347,12
50,0,20,18,7,47,7
100,1,51,39,5,83,6
450,0,140,140,10,439,14
50,1,28,18,6,48,7
25,1,12,12,5,25,6
400,1,207,200,11,390,13
25,0,9,9,7,20,8
50,1,26,22,5,46,7
400,0,125,120,9,391,14
400,0,144,142,10,373,12
450,1,207,175,10,449,14
150,1,78,73,9,149,10
100,0,34,32,7,87,9
200,1,98,90,9,197,10
350,1,152,148,12,345,15
25,0,9,8,6,21,6
450,1,206,195,14,443,15
150,0,50,48,7,131,9
500,0,154,149,14,488,16
100,0,41,38,9,92,10
350,0,118,116,12,345,15
50,1,26,26,5,46,6
100,0,31,26,8,95,10
350,1,157,146,13,346,15
400,0,131,130,11,391,14
500,0,161,161,11,493,13
100,0,33,30,9,94,11
150,0,44,43,11,138,14
150,0,51,48,10,143,12
100,0,36,36,9,86,10
100,0,29,28,9,93,9
200,0,64,63,10,191,12
400,1,179,173,13,393,14
500,0,168,167,13,489,17
150,0,46,42,10,138,11
300,1,149,113,10,291,13
200,0,58,56,10,193,13
500,1,215,188,13,492,15
450,1,207,167,11,448,13
350,0,105,103,11,340,15
200,1,100,97,10,195,10
250,1,111,108,11,245,12
100,1,51,51,7,95,9
450,1,217,143,14,448,16
500,0,161,153,13,490,14
400,0,116,116,12,390,13
350,0,109,108,11,342,13
150,0,40,36,9,142,12
50,0,15,12,10,43,10
200,0,62,61,10,191,12
250,1,113,86,11,248,12
250,1,112,106,12,245,12
150,0,41,41,8,121,10
100,0,33,33,10,94,12
300,0,93,93,11,290,13
450,1,205,194,10,441,13
200,0,59,55,9,193,12
300,0,97,97,11,296,14
300,1,143,141,11,294,14
300,0,101,101,11,280,14
50,0,17,17,8,46,9
150,0,47,39,8,145,12
25,1,12,12,4,25,5
450,1,200,176,12,450,15
450,0,145,145,11,429,12
500,1,239,222,9,482,14
100,0,32,30,9,85,10
25,1,11,11,5,21,5
450,0,142,140,9,441,12
25,0,6,5,7,14,7
150,1,61,55,9,144,10
25,0,9,9,5,10,6
350,0,118,116,12,350,14
50,0,14,12,9,50,10
500,1,242,223,13,493,15
500,1,232,224,14,496,16
350,1,145,131,9,343,12
250,1,105,97,12,246,14
100,1,49,41,6,87,9
450,1,187,182,10,432,13
200,0,64,63,9,194,11
250,0,83,82,10,242,12
350,0,117,117,11,341,14
450,1,220,191,12,446,13
500,1,227,215,16,497,17
250,1,127,90,8,242,10
100,1,44,44,7,94,8
150,0,50,50,10,141,11
150,0,40,35,10,144,12
300,1,128,126,14,297,16
400,1,180,167,10,398,12
100,0,37,35,8,88,10
300,0,101,100,11,288,14
250,1,120,97,12,246,13
200,0,72,72,12,195,13
350,0,114,114,12,342,14
250,0,79,78,10,247,12
350,0,105,100,11,345,13
250,0,80,80,10,233,13
400,1,181,171,12,390,14
100,1,42,40,6,95,7
450,0,144,137,12,444,14
100,1,51,48,7,94,9
300,1,130,118,9,293,11
400,0,127,126,11,393,14
200,0,74,74,10,194,11
100,0,31,28,9,83,11
200,0,59,54,13,194,14
25,1,10,7,5,21,5
400,0,128,128,10,395,13
250,0,85,85,8,197,11
25,1,12,12,6,21,7
300,1,150,145,8,294,11
200,1,95,95,10,192,13
400,0,112,108,11,392,15
450,0,151,147,8,392,11
150,0,42,42,10,145,11
350,1,152,148,11,348,15
450,1,200,187,12,441,14
450,0,148,148,11,448,14
100,0,40,37,8,92,10
350,1,166,159,10,338,12
200,0,61,61,12,195,14
50,1,33,27,6,46,6
300,1,138,127,9,296,12
100,1,56,52,6,94,9
150,0,56,56,8,135,11
150,0,44,43,11,150,13
450,0,151,146,14,440,16
150,0,51,49,11,148,12
300,1,149,143,11,296,12
150,0,47,43,8,101,9
150,1,68,61,12,147,12
400,1,180,168,14,400,16
300,1,147,138,11,291,13
50,0,18,17,7,39,7
25,0,10,10,6,25,6
100,0,40,39,6,84,8
25,1,15,9,3,11,4
150,1,66,66,7,144,10
300,1,146,140,8,293,10
350,0,108,108,8,341,13
300,0,85,85,12,299,14
100,1,49,40,8,93,9
150,0,47,44,8,131,10
100,1,48,38,9,96,10
500,1,228,214,11,494,13
300,0,79,79,13,290,17
200,1,93,78,10,192,11
25,0,9,7,6,23,7
25,0,11,8,8,23,8
300,0,87,85,13,292,14
50,1,23,20,6,47,7
200,1,88,83,10,193,12
400,1,165,149,12,393,14
300,1,139,126,11,292,13
25,1,16,14,3,18,4
25,0,12,12,5,16,6
350,0,93,89,12,340,15
250,0,77,77,13,243,14
200,0,66,66,11,191,11
450,0,141,141,14,443,15
150,1,71,57,8,137,9
150,0,46,43,10,142,12
100,1,44,44,7,95,9
350,1,151,139,9,344,11
25,1,10,8,5,20,7
450,0,139,137,12,441,14
200,0,56,56,10,192,13
350,0,95,95,11,340,14
150,0,43,42,10,142,12
300,0,89,78,11,293,14
25,0,10,10,6,17,6
500,1,219,204,11,489,15
400,0,138,138,11,390,15
25,1,14,11,5,24,5
50,0,17,15,7,46,8
150,1,77,75,8,146,9
150,1,69,67,10,144,11
100,0,37,28,7,96,8
400,0,139,137,12,392,15
250,0,72,72,11,242,13
400,0,129,118,12,395,14
25,0,10,9,5,21,6
450,1,194,190,13,446,15
250,0,79,78,12,250,13
200,0,61,60,8,179,10
100,1,42,41,10,97,11
350,1,156,146,11,345,13
50,0,18,18,6,50,7
25,0,9,9,5,20,6
350,0,112,112,12,343,14
350,0,115,113,12,342,15
200,0,57,54,11,194,13
300,1,127,116,11,296,14
350,1,155,153,9,342,11
300,1,134,132,12,290,14
50,0,15,11,8,43,9
400,0,128,128,12,389,15
500,1,241,203,11,491,13
50,1,29,27,6,46,7
500,0,157,143,11,490,15
350,1,159,145,13,346,14
350,1,150,147,12,341,15
50,1,24,23,7,50,8
350,1,152,143,12,347,14
200,0,68,65,10,192,13
350,1,165,156,10,344,12
300,1,137,117,11,294,12
25,0,12,9,5,23,6
250,1,116,111,13,248,15
25,0,12,8,6,22,6
250,1,122,115,11,243,12
400,1,199,194,11,392,13
450,1,211,203,14,448,15
200,0,60,57,10,192,13
350,0,122,122,12,339,14
100,0,31,29,8,88,9
400,0,113,113,9,391,12
350,0,103,103,12,341,14
250,1,119,109,8,243,10
400,0,125,114,9,346,12
450,1,215,213,12,440,16
100,0,31,24,10,95,11
50,0,18,16,6,38,7
200,1,89,88,11,196,12
100,0,31,31,9,93,10
500,0,156,147,11,455,12
500,1,228,221,10,481,12
200,0,62,62,10,192,11
500,0,147,145,13,489,16
200,0,61,58,8,177,11
450,1,197,190,13,440,15
50,1,23,20,7,48,7
300,1,139,111,11,291,12
250,0,83,80,11,233,13
200,1,100,100,10,190,13
25,0,7,7,6,21,6
150,1,58,58,10,146,11
350,1,162,159,8,342,11
100,1,41,40,6,95,7
50,0,21,21,5,47,7
150,1,63,63,9,147,10
200,0,58,52,8,180,10
150,1,79,69,8,144,9
350,0,110,110,13,346,15
25,1,12,11,4,24,5
500,0,140,140,12,494,14
400,0,111,104,12,389,15
50,1,27,23,7,47,7
100,0,39,30,9,92,10
100,1,50,49,5,74,7
25,1,13,10,4,20,4
350,0,114,113,9,342,12
450,0,150,150,11,445,13
150,1,71,66,6,144,7
450,1,206,179,11,440,14
25,0,10,8,7,20,7
200,0,63,63,11,197,12
25,0,11,11,7,21,8
250,1,105,90,12,243,13
100,0,32,32,8,94,10
100,1,38,37,7,96,10
200,0,62,60,8,187,11
450,0,147,146,12,443,14
500,0,149,148,11,489,15
150,0,54,49,10,150,12
25,1,10,10,6,23,7
200,1,98,87,8,199,9
250,0,75,69,10,243,13
400,1,184,176,11,395,14
200,1,84,84,8,193,11
500,0,159,159,10,483,13
350,1,175,117,11,343,13
150,1,61,56,9,148,11
200,1,97,96,10,190,12
25,0,7,7,7,15,8
200,1,91,65,10,193,12
150,0,42,42,12,146,13
25,0,13,7,5,22,6
450,0,146,140,13,440,15
400,0,129,123,12,389,15
500,1,245,228,14,493,16
500,1,240,217,13,495,15
200,0,69,64,12,192,13
250,1,118,96,10,244,12
250,1,118,101,11,244,12
100,1,39,39,8,86,8
200,1,95,85,9,193,11
200,0,66,66,11,200,13
500,1,230,191,12,489,15
300,0,94,91,11,292,13
100,1,42,41,10,95,11
25,0,9,9,7,24,7
25,0,9,9,4,14,5
300,0,86,79,13,291,15
100,1,54,46,7,96,8
300,0,92,92,13,296,15
300,1,140,129,12,294,14
350,0,108,108,12,341,14
50,1,26,26,5,50,5
350,0,102,98,9,323,11
350,1,158,130,11,342,12
350,0,96,91,12,349,14
150,1,79,77,10,144,11
25,1,9,8,7,24,8
250,1,119,102,11,244,11
450,0,136,136,14,439,17
350,0,119,119,13,348,14
25,0,11,9,5,23,6
25,1,18,11,6,24,6
50,0,19,16,9,43,9
200,0,71,71,9,186,11
300,0,100,100,10,265,12
400,0,140,139,11,371,13
150,0,43,43,10,128,11
50,0,18,17,5,29,6
100,0,33,33,7,86,10
25,0,9,6,5,21,6
250,0,77,77,9,233,12
250,1,104,98,9,242,10
400,0,118,113,12,390,15
100,1,48,48,6,90,7
100,1,50,46,6,94,8
25,1,13,12,4,22,5
400,1,196,196,10,391,12
350,1,163,141,13,346,13
150,0,48,48,12,139,13
100,1,43,43,11,95,13
350,1,165,157,13,346,14
250,0,83,80,10,241,12
250,1,117,105,11,245,12
350,0,109,109,14,341,16
200,1,97,93,7,194,9
400,1,196,191,12,393,15
500,1,238,209,10,499,13
500,0,143,142,13,489,16
250,0,91,89,9,242,11
50,1,23,23,7,46,7
100,1,46,39,6,96,8
300,1,135,128,12,290,13
350,0,105,105,12,344,14
250,1,115,109,13,248,14
500,1,235,215,15,497,17
100,0,34,34,10,93,11
250,0,97,96,8,227,12
450,0,151,151,11,441,13
450,0,130,124,11,438,16
400,1,188,182,12,397,15
200,0,55,55,11,197,13
250,0,85,82,10,241,12
150,1,72,71,9,145,11
300,0,99,99,11,297,13
25,1,11,11,5,23,6
250,1,125,121,11,247,12
250,1,97,97,8,217,11
250,0,69,69,11,232,13
50,0,15,15,7,45,9
100,1,40,37,9,100,11
400,1,191,183,10,391,14
350,1,173,138,11,341,12
500,0,172,172,10,473,13
100,1,46,38,7,94,8
250,1,118,112,13,243,14
450,1,228,174,13,441,15
150,0,45,43,10,134,11
25,0,9,8,7,20,7
100,0,37,37,7,89,8
500,1,218,181,12,478,14
25,0,9,8,6,21,6
25,1,10,9,6,22,7
25,0,9,9,4,12,6
100,0,35,31,7,91,8
300,0,90,90,10,294,12
25,1,14,14,5,24,5
100,0,35,34,9,95,11
450,1,219,216,11,443,13
250,1,121,112,9,250,11
200,0,69,68,9,195,11
100,0,27,27,9,95,10
300,0,102,102,12,291,15
500,1,215,210,13,491,14
250,1,118,114,7,245,9
500,1,218,210,13,493,17
50,0,13,13,6,48,8
350,0,106,106,11,329,13
200,1,94,90,9,194,11
450,1,214,164,11,438,14
400,1,185,175,15,396,16
350,1,165,150,13,344,16
150,1,72,71,9,142,11
500,0,153,153,12,495,15
300,0,91,91,12,280,15
300,1,133,124,11,300,14
500,1,229,215,12,488,14
50,0,16,16,9,43,9
350,0,105,97,12,341,16
25,1,12,9,5,16,5
350,1,169,153,9,341,12
400,0,120,120,10,372,13
150,0,48,48,9,142,10
500,1,225,182,14,499,16
50,0,16,16,7,46,7
400,0,128,126,13,391,15
300,1,155,144,9,285,10
500,0,147,147,12,488,16
300,1,134,122,8,294,11
400,0,118,117,12,394,15
200,1,89,88,10,192,12
450,0,137,137,11,442,14
250,1,105,100,9,244,11
300,0,102,95,9,296,12
50,0,18,17,8,49,9
350,1,160,152,12,343,13
200,0,76,72,11,200,13
250,1,113,113,10,244,12
450,0,137,136,11,440,14
400,1,174,158,12,395,15
50,0,17,16,7,36,8
100,0,36,35,8,88,11
250,1,107,106,8,244,9
25,1,14,10,7,24,7
25,1,14,13,5,23,6
450,0,148,148,12,441,15
150,1,65,57,8,145,9
500,0,163,163,12,488,14
200,0,58,58,10,193,11
25,0,11,8,8,19,8
50,0,22,14,7,47,9
300,1,132,121,9,282,13
250,0,94,94,11,243,14
200,1,90,76,8,195,10
100,0,25,24,9,95,11
150,1,68,65,9,145,12
100,0,32,30,9,93,10
150,1,69,63,7,146,9
300,1,135,128,11,291,13
100,1,53,53,10,97,10
450,1,205,193,11,441,13
450,0,148,148,13,445,14
25,1,14,14,5,22,5
25,0,11,11,4,23,4
350,0,103,103,12,342,16
350,0,121,121,11,342,14
200,1,93,87,10,193,10
350,1,142,131,9,344,11
50,1,24,23,7,45,7
250,1,122,110,12,248,13
250,1,94,94,13,247,14
450,1,215,209,12,442,13
150,1,77,75,9,144,11
300,0,95,95,10,276,13
50,0,20,14,8,42,9
400,1,183,162,15,397,15
500,1,236,220,12,492,15
400,1,203,177,11,395,13
450,0,140,132,13,443,15
400,1,199,183,13,393,15
200,0,61,61,9,192,13
200,0,64,64,11,191,11
25,0,9,7,6,20,6
450,1,204,190,14,447,16
150,1,66,66,8,138,10
300,1,136,128,11,295,12
200,1,98,98,9,192,11
450,1,195,169,11,444,13
350,0,116,116,13,343,14
25,1,15,13,5,22,5
300,1,140,127,11,298,13
250,0,77,77,12,239,15
100,1,42,38,8,96,8
100,1,49,49,8,97,9
450,0,132,132,15,439,16
450,0,132,132,10,441,13
400,1,202,185,13,393,15
200,1,93,86,7,184,9
500,0,141,141,10,491,13
300,1,155,103,9,291,11
200,0,64,64,10,191,12
350,0,99,99,10,343,14
200,0,70,70,10,192,12
250,0,73,73,8,217,11
50,1,24,21,7,46,8
200,1,92,91,10,193,11
50,1,31,24,5,46,6
350,1,160,155,12,340,13
100,1,49,48,7,96,9
300,1,140,128,13,295,15
400,1,169,159,9,396,12
350,0,116,116,10,340,13
50,1,22,20,5,41,5
50,0,17,17,6,39,8
400,0,116,113,10,391,13
250,0,70,70,12,244,13
300,1,132,129,10,293,12
100,1,57,41,9,94,10
500,0,165,165,13,496,16
25,0,8,8,4,19,6
400,1,178,169,11,395,14
250,0,69,68,12,240,13
200,1,91,86,8,173,9
400,0,117,117,11,393,13
50,0,15,14,9,44,11
150,1,72,62,9,134,10
200,1,99,91,9,192,10
400,1,166,159,10,391,12
300,1,146,137,11,292,13
300,1,122,112,10,300,13
250,0,81,74,11,244,13
400,0,128,127,11,392,14
300,0,95,95,12,291,15
250,1,113,103,10,245,12
400,0,122,121,12,393,15
100,0,33,33,10,94,11
350,1,156,145,11,341,12
500,0,162,162,11,479,13
50,0,17,11,7,44,10
500,1,217,207,11,490,12
100,1,57,46,8,100,9
450,1,200,196,9,432,12
25,1,15,13,5,22,6
300,1,138,135,8,293,11
300,0,93,89,10,268,12
150,0,44,44,10,141,12
200,0,67,67,10,193,11
500,1,234,214,12,492,14
100,1,51,39,7,97,8
500,1,247,235,12,498,14
100,0,39,37,8,82,10
200,1,94,70,9,197,11
150,0,45,45,8,145,11
450,0,141,141,12,441,15
300,0,92,89,12,292,14
300,1,129,123,9,285,10
50,0,16,12,7,44,8
100,0,43,43,7,89,9
400,1,191,183,14,390,16
300,1,143,137,12,297,14
350,1,158,154,11,344,13
450,0,148,146,11,421,13
350,0,119,119,12,340,14
300,0,94,93,12,294,15
25,1,11,11,5,24,7
350,0,105,105,10,319,12
25,1,13,9,5,21,5
25,1,15,12,4,21,5
250,1,129,123,7,244,10
50,1,21,21,7,46,7
100,0,28,28,10,92,11
50,1,23,23,7,46,9
400,1,179,166,15,396,17
50,0,17,17,8,43,9
100,1,41,40,10,98,12
25,0,9,7,7,21,8
500,1,226,217,15,494,17
25,1,11,11,7,23,7
50,0,16,15,6,40,6
150,0,47,46,9,141,12
450,0,150,148,14,443,15
200,0,57,57,11,192,12
400,1,194,153,10,394,12
150,0,49,48,10,142,10
150,1,78,68,8,143,10
300,0,98,98,8,270,11
500,1,248,242,13,490,14
450,0,142,142,13,441,16
50,0,20,20,7,44,8
250,0,77,77,11,242,13
25,1,13,9,6,22,6
300,0,88,86,12,264,15
350,1,165,151,9,341,11
100,0,23,20,11,94,12
450,0,151,151,13,443,14
350,0,108,101,11,340,13
400,1,192,175,10,373,12
250,1,125,118,8,235,10
400,1,189,186,12,394,14
100,1,51,43,7,95,9
250,1,115,104,12,250,14
450,1,212,210,10,442,12
400,0,119,112,12,384,14
50,1,20,20,8,47,10
350,0,102,102,10,344,14
150,0,57,39,11,143,12
50,1,24,24,7,50,8
300,1,142,136,11,295,12
200,0,55,55,11,196,14
200,1,97,94,9,197,10
350,0,96,96,10,332,12
25,1,12,10,5,22,5
350,0,92,85,11,341,13
250,1,111,109,8,232,11
350,1,156,150,12,330,14
450,0,152,150,13,450,15
350,0,127,120,12,343,15
50,0,13,13,7,43,9
100,0,34,34,7,84,9
400,1,192,180,11,398,13
350,1,171,158,9,340,11
300,1,139,131,11,295,13
50,1,31,31,5,46,6
200,1,105,75,10,196,12
200,0,65,63,12,200,13
500,1,246,222,12,493,14
100,1,44,41,9,95,9
250,1,120,107,8,243,10
150,1,67,65,8,145,10
50,0,19,16,7,46,8
250,0,83,79,10,241,11
300,0,99,99,8,265,12
50,1,22,16,7,46,9
300,0,96,96,10,293,13
50,0,18,16,6,45,7
400,0,131,131,11,390,13
350,1,181,139,10,342,11
200,0,69,69,12,195,13
300,0,103,103,11,290,12
25,1,9,9,5,25,6
300,0,85,83,10,292,13
150,1,71,66,10,142,10
100,0,34,34,8,93,9
500,0,177,176,14,490,16
500,0,130,126,14,500,17
100,0,33,25,11,93,12
400,1,181,175,11,395,13
200,0,74,74,9,184,11
25,0,6,6,7,19,7
50,1,26,26,6,45,7
250,1,118,115,11,245,13
200,0,66,66,11,190,12
25,1,14,14,5,25,5
150,0,49,48,11,145,12
350,1,160,128,10,346,14
100,0,38,33,11,96,11
450,1,206,166,15,444,16
100,1,41,38,9,93,9
400,1,193,176,11,392,12
250,0,79,76,10,241,12
250,1,120,112,8,237,9
500,1,229,220,12,489,15
150,1,76,69,10,143,11
400,0,142,142,10,397,12
400,1,198,168,9,383,12
200,1,88,86,9,193,9
250,1,112,105,10,242,12
250,1,99,93,12,246,14
50,1,24,24,5,47,5
400,0,125,125,12,394,15
350,0,124,124,11,347,14
200,1,91,88,10,191,11
450,0,135,134,12,446,15
400,1,180,166,14,391,17
50,0,15,10,9,46,10
450,0,151,151,11,442,14
150,1,70,67,9,148,9
400,1,201,193,11,399,13
250,1,105,102,11,247,13
25,0,10,10,5,16,6
100,1,39,39,10,98,12
250,0,75,74,12,241,14
350,0,103,103,10,340,13
150,1,74,73,10,150,12
250,1,105,91,9,245,11
25,0,9,6,4,15,5
150,0,49,45,11,143,12
400,1,185,169,14,396,17
500,0,149,147,12,490,15
200,0,76,72,9,191,10
25,0,7,6,8,25,8
350,1,169,155,9,323,13
50,1,26,25,8,49,8
300,1,122,118,10,291,12
200,0,67,66,10,197,11
500,1,226,208,16,490,18
450,0,144,144,13,438,14
400,1,186,172,13,398,17
150,0,49,45,12,141,12
300,0,85,80,10,274,12
25,0,9,9,9,25,9
50,0,15,15,7,49,9
400,1,163,157,12,398,16
250,1,112,112,8,244,11
450,1,215,182,12,444,13
200,0,63,63,10,174,11
450,1,198,179,13,448,16
300,0,98,91,11,293,13
500,1,228,213,13,498,15
25,0,14,13,5,23,5
400,1,188,183,13,390,17
100,0,26,26,10,92,12
500,0,152,152,13,488,15
25,0,14,12,5,22,5
100,0,38,30,8,94,9
500,1,230,228,12,495,16
450,0,133,133,12,441,14
500,0,149,148,12,489,16
400,0,140,140,13,393,16
25,0,11,8,5,24,6
200,1,87,83,8,198,10
25,1,18,16,3,23,3
